!konkombers	NSE konkombers
!konkomberse	NSM konkombers
!konkombersie	NSED konkombers
!konkombersies	NSMD konkombers
10e_Laan	NEE Tiende_Laan
Nelson_Mandela-baai	NEE Nelson_Mandelabaai
Nelson_Mandela-boulevard	NEE Nelson_Mandelaboulevard
Nelson_Mandela-laan	NEE Nelson_Mandelalaan
Nelson_Mandela-plein	NEE Nelson_Mandelaplein
Nelson_Mandela-rylaan	NEE Nelson_Mandelarylaan
Nelson_Mandela-stigting	NEE Nelson_Mandelastigting
neo-attisisme	NSE neoattisisme
neo-Attisisme	NSE neoattisisme
neo-attisisties	ASP neoattisisties
neo-Attisisties	ASP neoattisisties
neo-attisistiese	ASA neoattisisties
neo-Attisistiese	ASA neoattisisties
neo-calvinis	NSE neocalvinis
neo-Calvinis	NSE neocalvinis
neo-calvinisme	NSE neocalvinisme
neo-Calvinisme	NSE neocalvinisme
neo-calviniste	NSM neocalvinis
neo-Calviniste	NSM neocalvinis
neo-calvinisties	ASP neocalvinisties
neo-Calvinisties	ASP neocalvinisties
neo-calvinistiese	ASA neocalvinisties
neo-Calvinistiese	ASA neocalvinisties
neo-Darwinisme	NSE neodarwinisme
neo-klassiek	ASP neoklassiek
neo-klassieke	ASA neoklassiek
neo-klassisisme	NSE neoklassisisme
neo-koloniaal	ASP neokoloniaal
neo-koloniale	ASA neokoloniaal
neo-liberaal	ASP neoliberaal	NSE neoliberaal
neo-liberale	ASA neoliberaal	NSM neoliberaal
Neolitiese_Revolusie	NEE Neolitiese_Rewolusie
neo-Nazisme	NSE neonazisme
neo-pentekostalisme	NSE neopentekostalisme
neo-plastisisme	NSE neoplastisisme
neo-platonies	ASP neoplatonies
neo-platoniese	ASA neoplatonies
neo-platonis	NSE neoplatonis
neo-Platonis	NSE neoplatonis
neo-platoniste	NSE neoplatonis
neo-Platoniste	NSE neoplatonis
neo-Protestantisme	NSE neoprotestantisme
Neo-Protestantisme	NSE neoprotestantisme
neo-protestants	ASP neoprotestants
neo-Protestants	ASP neoprotestants
Neo-Protestants	ASP neoprotestants
neo-protestantse	ASA neoprotestants
neo-Protestantse	ASA neoprotestants
Neo-Protestantse	ASA neoprotestants
neo-realisme	NSE neorealisme
neo-renaissance-gebou	NSE neorenaissancegebou
neo-renaissance-geboue	NSM neorenaissancegebou
Nêrens	BS nêrens
nerfaf	ASA nerf-af	BS nerf-af
NERSA	NEE Nersa
neso-silikaat	NSE nesosilikaat
neso-silikate	NSM nesosilikaat
netto-reaksie	NSE nettoreaksie
netto-reaksies	NSM nettoreaksie
netto-resultaat	NSE nettoresultaat
netto-resultate	NSM nettoresultaat
Neudamkampus	NEE Neudammkampus
Neudam-kampus	NEE Neudammkampus
Neudamm-kampus	NEE Neudammkampus
neuro-endokrien	ASP neuroëndokrien
neuro-endokriene	ASA neuroëndokrien
neuro-infektief	ASP neuroïnfektief
neuro-infektiewe	ASA neuroïnfektief
neuro-onkologie	NSE neuroönkologie
neuro-onkologies	ASP neuroönkologies
neuro-onkologiese	ASA neuroönkologies
neuropatie-sindroom	NSE neuropatiesindroom
neuro-psigiatries	ASP neuropsigiatries
neuro-psigiatriese	ASA neuropsigiatries
neuro-wetenskap	NSE neurowetenskap
neuro-wetenskappe	NSM neurowetenskap
neutron-kern	NSE neutronkern
neutron-kerne	NSM neutronkern
neutron-kerns	NSM neutronkern
Nguni-bewoning	NSE Ngunibewoning
Nguni-groep	NSE Ngunigroep
Nguni-kultuur	NSE Ngunikultuur
Nguni-sprekend	ASP Ngunisprekend
Nguni-sprekende	ASA Ngunisprekend	NSE Ngunisprekende
Nguni-sprekendes	NSM Ngunisprekende
Nguni-taalgroep	NSE Ngunitaalgroep
Nico_Smith-weg	NEE Nico_Smithweg
nie-aangrensend	ASP nieaangrensend
nie-aangrensende	ASA nieaangrensend
nie-aansteeklik	ASP nieaansteeklik
nie-aansteeklike	ASA nieaansteeklik
nie-aanvalsverdrae	NSM nieaanvalsverdrag
nie-aanvalsverdrag	NSE nieaanvalsverdrag
nie-abstrak	ASP nieabstrak
nie-abstrakte	ASA nieabstrak
nie-aggressief	ASP nieaggressief
nie-aggressiewe	ASA nieaggressief
nie-akademies	ASP nieakademies
nie-akademiese	ASA nieakademies
nie-alkoholies	ASP niealkoholies
nie-alkoholiese	ASA niealkoholies
nie-allergenies	ASP nieallergenies
nie-allergeniese	ASA nieallergenies
nie-allopaties	ASP nieallopaties
nie-allopatiese	ASA nieallopaties
nie-amptelik	ASP nieamptelik
nie-amptelike	ASA nieamptelik
nie-bedreig	ASP niebedreig
nie-bedreigd	ASP niebedreigd
nie-bedreigde	ASA niebedreig
nie-bedryfsbates	NSM niebedryfsbates
nie-bedwelmend	ASP niebedwelmend
nie-bedwelmende	ASA niebedwelmend
nie-begunstigde	NSE niebegunstigde
nie-begunstigdes	NSM niebegunstigde
nie-betalend	ASP niebetalend
nie-betalende	ASA niebetalend
nie-betaling	NSE niebetaling
nie-betrokkenheid	NSE niebetrokkenheid
nie-bevorderingsvak	NSE niebevorderingsvak
nie-bevorderingsvakke	NSM niebevorderingsvak
nie-bindend	ASP niebindend
nie-bindende	ASA niebindend
nie-binêr	ASP niebinêr
nie-binêre	ASA niebinêr
nie-biologies	ASP niebiologies
nie-biologiese	ASA niebiologies
nie-blanke	NSE nieblanke
nie-blankes	NSM nieblanke
nie-bydraend	ASP niebydraend
nie-bydraende	ASA niebydraend
nie-bytend	ASP niebytend
nie-bytende	ASA niebytend
nie-chiraal	ASP niechiraal
nie-chirale	ASA niechiraal
nie-chirurgies	ASP niechirurgies
nie-chirurgiese	ASA niechirurgies
nie-christelik	ASP niechristelik	BS niechristelik
nie-Christelik	ASP niechristelik	BS niechristelik
nie-christelike	ASA niechristelik
nie-Christelike	ASA niechristelik
nie-christen	NSE niechristen
nie-Christen	NSE niechristen
nie-christene	NSM niechristen
nie-Christene	NSM niechristen
nie-digitaal	ASP niedigitaal
nie-digitale	ASA niedigitaal
nie-diskriminerend	ASP niediskriminerend
nie-diskriminerende	ASA niediskriminerend
nie-doserend	ASP niedoserend
nie-doserende	ASA niedoserend
nie-drinkbaar	ASP niedrinkbaar
nie-drinkbare	ASA niedrinkbaar
nie-drukbaar	ASP niedrukbaar
nie-drukbare	ASA niedrukbaar
nie-fataal	ASP niefataal
nie-fatale	ASA niefataal
nie-figuratief	ASP niefiguratief
nie-figuratiewe	ASA niefiguratief
nie-fiksie	NSE niefiksie
nie-geaspireer	ASP niegeaspireer
nie-geaspireerde	ASA niegeaspireer
nie-gebruiker	NSE niegebruiker
nie-gebruikers	NSM niegebruiker
nie-geestelik	ASP niegeestelik
nie-geestelike	ASA niegeestelik
nie-geïoniseer	ASP niegeïoniseer
nie-geïoniseerde	ASA niegeïoniseer
nie-gekategoriseer	ASP niegekategoriseer
nie-gekategoriseerde	ASA niegekategoriseer(d)
nie-geleerde	NSE niegeleerde
nie-geleerdes	NSM niegeleerde
nie-geleidend	ASP niegeleidend
nie-geleidende	ASA niegeleidend
nie-geleider	NSE niegeleider
nie-geleiders	NSM niegeleider
nie-geleier	NSE niegeleier
nie-geleiers	NSM niegeleier
nie-gemotoriseer	ASP niegemotoriseer
nie-gemotoriseerd	ASP niegemotoriseerd
nie-gemotoriseerde	ASA niegemotoriseer(d)
nie-genasaleer	ASP niegenasaleer
nie-genasaleerde	ASA niegenasaleer
nie-geskeur	ASP niegeskeur
nie-geskeurde	ASA niegeskeur
nie-gestandaardiseer	ASP niegestandaardiseer
nie-gestandaardiseerd	ASP niegestandaardiseerd
nie-gestandaardiseerde	ASA niegestandaardiseer(d)
nie-gesubsidieer	ASP niegesubsidieer
nie-gesubsidieerde	ASA niegesubsidieer
nie-gewelddadig	ASP niegewelddadig
nie-gewelddadige	ASA niegewelddadig
nie-giftig	ASP niegiftig
nie-giftige	ASA niegiftig
nie-godsdienstig	ASP niegodsdienstig
nie-godsdienstige	ASA niegodsdienstig
nie-graangewas	NSE niegraangewas
nie-graangewasse	NSM niegraangewas
nie-heraldies	ASP nieheraldies
nie-heraldiese	ASA nieheraldies
nie-herwinbaar	ASP nieherwinbaar
nie-herwinbare	ASA nieherwinbaar
nie-Hodgkin-limfome	NSM niehodgkinlimfoom
nie-Hodgkin-limfoom	NSE niehodgkinlimfoom
nie-holonome	ASA nieholonoom
nie-holonomies	ASP nieholonomies
nie-holonomiese	ASA nieholonomies
nie-holonoom	ASP nieholonoom
nie-homogeen	ASP niehomogeen
nie-homogene	ASA niehomogeen
nie-kanonies	ASP niekanonies
nie-kanoniese	ASA niekanonies
nie-kerklik	ASP niekerklik
nie-kerklike	ASA niekerklik
nie-kernwapen	NSE niekernwapen
nie-kernwapens	NSM niekernwapen
nie-klassiek	ASP nieklassiek
nie-klassieke	ASA nieklassiek
nie-klinies	ASP nieklinies
nie-kliniese	ASA nieklinies
nie-kognitief	ASP niekognitief
nie-kognitiewe	ASA niekognitief
nie-kommunisties	ASP niekommunisties
nie-kommunistiese	ASA niekommunisties
nie-kommutatiwiteit	NSE niekommutatiwiteit
nie-kompeterend	ASP niekompeterend
nie-kompeterende	ASA niekompeterend
nie-konformerend	ASP niekonformerend
nie-konformerende	ASA niekonformerend
nie-konfronterend	ASP niekonfronterend
nie-konfronterende	ASA niekonfronterend
nie-konserwatief	ASP niekonserwatief
nie-konserwatiewe	ASA niekonserwatief
nie-konvensioneel	ASP niekonvensioneel
nie-konvensionele	ASA niekonvensioneel
nie-kredietdraend	ASP niekredietdraend
nie-kredietdraende	ASA niekredietdraend
nie-kredietwaardig	ASP niekredietwaardig
nie-kredietwaardige	ASA niekredietwaardig
nie-kwaadaardig	ASP niekwaadaardig
nie-kwaadaardige	ASA niekwaadaardig
nie-lede	NSM nielid
nie-leë	ASA nieleeg
nie-leeg	ASP nieleeg
nie-letterkundig	ASP nieletterkundig
nie-letterkundige	ASA nieletterkundig
nie-letterlik	ASP nieletterlik
nie-letterlike	ASA nieletterlik
nie-lewend	ASP nielewend
nie-lewende	ASA nielewend
nie-lewensvatbaar	ASP nielewensvatbaar
nie-lewensvatbaarheid	NSE nielewensvatbaarheid
nie-lewensvatbare	ASA nielewensvatbaar
nie-liberaal	ASP nieliberaal
nie-liberale	ASA nieliberaal
nie-lid	NSE nielid
nie-lidland	NSE nielidland
nie-lidlande	NSM nielidland
nie-liggaamlik	ASP nieliggaamlik
nie-liggaamlike	ASA nieliggaamlik
nie-liggewend	ASP nieliggewend
nie-liggewende	ASA nieliggewend
nie-lineêr	ASP nielineêr
nie-lineêre	ASA nielineêr
nie-literêr	ASP nieliterêr
nie-literêre	ASA nieliterêr
nie-magneties	ASP niemagneties
nie-magnetiese	ASA niemagneties
nie-menslik	ASP niemenslik
nie-menslike	ASA niemenslik	NSE niemenslike
nie-metaal	NSE niemetaal
nie-metaalagtig	ASP niemetaalagtig
nie-metaalagtige	ASA niemetaalagtig
nie-metafories	ASP niemetafories
nie-metaforiese	ASA niemetafories
nie-metale	NSM niemetaal
nie-metalliek	ASP niemetalliek
nie-metallieke	ASA niemetalliek
nie-moedertaal	NSE niemoedertaal
nie-moedertaalspreker	NSE niemoedertaalspreker
nie-moedertaalsprekers	NSM niemoedertaalspreker
nie-monetêr	ASP niemonetêr
nie-monetêre	ASA niemonetêr
nie-moslem	NSE niemoslem
nie-Moslem	NSE niemoslem
nie-moslems	NSM niemoslem
nie-Moslems	NSM niemoslem
nie-nakoming	NSE nienakoming
nie-nasalering	NSE nienasalering
nie-negatief	ASP nienegatief
nie-negatiewe	ASA nienegatief
nie-newtoniaans	ASP nienewtoniaans
nie-Newtoniaans	ASP nienewtoniaans
nie-newtoniaanse	ASA nienewtoniaans
nie-Newtoniaanse	ASA nienewtoniaans
nie-newtons	ASP nienewtons
nie-Newtons	ASP nienewtons
nie-newtonse	ASA nienewtons
nie-Newtonse	ASA nienewtons
nie-noodsaaklik	ASP nienoodsaaklik
nie-noodsaaklike	ASA nienoodsaaklik
nie-onderwerpsvorm	NSE nieonderwerpsvorm
nie-onderwerpsvorme	NSM nieonderwerpsvorm
nie-onderwerpsvorms	NSM nieonderwerpsvorm
nie-onmiddelik	ASP nieonmiddelik
nie-onmiddelike	ASA nieonmiddelik
nie-onsydig	ASP nieonsydig
nie-onsydige	ASA nieonsydig
nie-ontleen	ASP nieontleen
nie-ontleende	ASA nieontleen
nie-ontplofbaar	ASP nieontplofbaar
nie-ontplofbare	ASA nieontplofbaar
nie-ontvlambaar	ASP nieontvlambaar
nie-ontvlambare	ASA nieontvlambaar
nie-oopspringend	ASP nieoopspringend
nie-oopspringende	ASA nieoopspringend
nie-oordek	ASP nieoordek
nie-oordekte	ASA nieoordek
nie-oordraagbaar	ASP nieoordraagbaar
nie-oordraagbare	ASA nieoordraagbaar
nie-ooreenstemming	NSE nieooreenstemming
nie-oorhaastig	ASP nieoorhaastig
nie-oorhaastige	ASA nieoorhaastig
nie-opeenvolgend	ASP nieopeenvolgend
nie-opeenvolgende	ASA nieopeenvolgend
nie-opgeteken	ASP nieopgeteken
nie-opgetekende	ASA nieopgeteken
nie-opklapbaar	ASP nieopklapbaar
nie-opklapbare	ASA nieopklapbaar
nie-opreg	ASP nieopreg
nie-opregte	ASA nieopreg
nie-opsetlik	ASP nieopsetlik
nie-opsetlike	ASA nieopsetlik
nie-optimaal	ASP nieoptimaal	BS nieoptimaal
nie-optimale	ASA nieoptimaal
nie-ortogonaal	ASP nieortogonaal
nie-ortogonale	ASA nieortogonaal
nie-palataal	ASP niepalataal
nie-palatale	ASA niepalataal
nie-parametries	ASP nieparametries
nie-parametriese	ASA nieparametries
nie-parasities	ASP nieparasities
nie-parasitiese	ASA nieparasities
nie-patologies	ASP niepatologies
nie-patologiese	ASA niepatologies
nie-permanent	ASP niepermanent
nie-permanente	ASA niepermanent
nie-polêr	ASP niepolêr
nie-polêre	ASA niepolêr
nie-polities	ASP niepolities
nie-politiese	ASA niepolities
nie-poreus	ASP nieporeus
nie-poreuse	ASA nieporeus
nie-predikaat	NSE niepredikaat
nie-predikate	NSM niepredikaat
nie-predikatief	ASP niepredikatief
nie-predikatiewe	ASA niepredikatief
nie-primitief	ASP nieprimitief
nie-primitiewe	ASA nieprimitief
nie-professioneel	ASP nieprofessioneel
nie-professionele	ASA nieprofessioneel
nie-programmeerbaar	ASP nieprogrammeerbaar
nie-programmeerbare	ASA nieprogrammeerbaar
nie-progressief	ASP nieprogressief
nie-progressiewe	ASA nieprogressief
nie-proteïenagtig	ASP nieproteïenagtig
nie-proteïenagtige	ASA nieproteïenagtig
nie-proteïneagtig	ASP nieproteïneagtig
nie-proteïneagtige	ASA nieproteïneagtig
nie-protesterend	ASP nieprotesterend
nie-protesterende	ASA nieprotesterend
nie-radiaal	ASP nieradiaal
nie-radiale	ASA nieradiaal
nie-raseg	ASP nieraseg
nie-rasegte	ASA nieraseg
nie-rassig	ASP nierassig
nie-rassige	ASA nierassig
nie-rassigheid	NSE nierassigheid
nie-rassisties	ASP nierassisties
nie-rassistiese	ASA nierassisties
nie-reëel	ASP niereëel
nie-reële	ASA niereëel
nie-refleksief	ASP nierefleksief
nie-refleksiewe	ASA nierefleksief
nie-regerend	ASP nieregerend
nie-regerende	ASA nieregerend
nie-regeringsektor	NSE nieregeringsektor
nie-regeringsinstansie	NSE nieregeringsinstansie
nie-regeringsinstansies	NSM nieregeringsinstansie
nie-regeringsorganisasie	NSE nieregeringsorganisasie
nie-regeringsorganisasies	NSM nieregeringsorganisasie
nie-registrasie	NSE nieregistrasie
nie-regstreeks	ASP nieregstreeks	BS nieregstreeks
nie-regstreekse	ASA nieregstreeks
nie-relativisties	ASP nierelativisties
nie-relativistiese	ASA nierelativisties
nierelatiwisties	ASP nierelativisties
nie-relatiwisties	ASP nierelativisties
nierelatiwistiese	ASA nierelativisties
nie-relatiwistiese	ASA nierelativisties
nie-repeterend	ASP nierepeterend
nie-repeterende	ASA nierepeterend
nie-roestend	ASP nieroestend
nie-roestende	ASA nieroestend
nie-roker	NSE nieroker
nie-rokers	NSM nieroker
nie-samegestel	ASP niesamegestel
nie-samegesteld	ASP niesamegesteld
nie-samegestelde	ASA niesamegestel(d)
nie-samewerkingsveldtog	NSE niesamewerkingsveldtog
nie-samewerkingsveldtogte	NSM niesamewerkingsveldtog
nie-sedelik	ASP niesedelik
nie-sedelike	ASA niesedelik
nie-sedimentêr	ASP niesedimentêr
nie-sedimentêre	ASA niesedimentêr
nie-seksisties	ASP nieseksisties
nie-seksistiese	ASA nieseksisties
nie-selektief	ASP nieselektief
nie-selektiewe	ASA nieselektief
nie-sentraal	ASP niesentraal
nie-sentrale	ASA niesentraal
nie-singulier	ASP niesingulier
nie-singuliere	ASA niesingulier
nie-sistemies	ASP niesistemies
nie-sistemiese	ASA niesistemies
nie-soewerein	ASP niesoewerein
nie-soewereine	ASA niesoewerein
nie-spesifiek	ASP niespesifiek
nie-spesifieke	ASA niespesifiek
nie-staatlik	ASP niestaatlik
nie-staatlike	ASA niestaatlik
nie-staatsparty	NSE niestaatsparty
nie-staatspartye	NSM niestaatsparty
nie-staker	NSE niestaker
nie-stakers	NSM niestaker
nie-standhoudend	ASP niestandhoudend
nie-standhoudende	ASA niestandhoudend
nie-stasionêr	ASP niestasionêr
nie-stasionêre	ASA niestasionêr
nie-statutêr	ASP niestatutêr
nie-statutêre	ASA niestatutêr
niestegiometries	ASP niestoigiometries
nie-stegiometries	ASP niestoigiometries
niestegiometriese	ASA niestoigiometries
nie-stegiometriese	ASA niestoigiometries
nie-stellêr	ASP niestellêr
nie-stellêre	ASA niestellêr
nie-steroïdaal	ASP niesteroïdaal
nie-steroïdale	ASA niesteroïdaal
nie-stoigiometries	ASP niestoigiometries
nie-stoigiometriese	ASA niestoigiometries
nie-strydend	ASP niestrydend
nie-strydende	ASA niestrydend
nie-strydig	ASP niestrydig
nie-strydige	ASA niestrydig
nie-strydigheid	NSE niestrydigheid
nie-swart	ASA nieswart	ASP nieswart
nie-swarte	NSE nieswarte
nie-swartes	NSM nieswarte
nie-tariefgebaseer	ASP nietariefgebaseer
nie-tariefgebaseerd	ASP nietariefgebaseerd
nie-tariefgebaseerde	ASA nietariefgebaseer
nie-tegnies	ASP nietegnies
nie-tegniese	ASA nietegnies
nie-telbaar	ASP nietelbaar
nie-telbare	ASA nietelbaar
nie-toksies	ASP nietoksies
nie-toksiese	ASA nietoksies
nie-tonaal	ASP nietonaal
nie-tonale	ASA nietonaal
nie-tradisioneel	ASP nietradisioneel
nie-tradisionele	ASA nietradisioneel
nie-tussenkoms	NSE nietussenkoms
Nieu-Heidendom	NSE nieuheidendom
Nieu-Heidens	ASP nieuheidens
Nieu-Heidense	ASA nieuheidens
Nieuhoogduits	ASP Nieu-Hoogduits	NEE Nieu-Hoogduits
Nieuhoogduitse	ASA Nieu-Hoogduits
Nieunederlands	ASP Nieu-Nederlands	NEE Nieu-Nederlands
Nieunederlandse	ASA Nieu-Nederlands
nieu-positivisme	NSE nieupositivisme
nieu-realisme	NSE nieurealisme
nie-vars	ASP nievars
nie-varse	ASA nievars
nie-vegtend	ASP nievegtend
nie-vegtende	ASA nievegtend
nie-vegter	NSE nievegter
nie-vegters	NSM nievegter
nie-verantwoordbaarheid	NSE nieverantwoordbaarheid
nie-verbaal	ASP nieverbaal
nie-verbale	ASA nieverbaal
nie-verbeen	ASP nieverbeen
nie-verbeende	ASA nieverbeen
nie-vereffen	ASP nievereffen
nie-vereffende	ASA nievereffen
nie-verhandelbaar	ASP nieverhandelbaar
nie-verhandelbare	ASA nieverhandelbaar
nie-verkiesing	NSE nieverkiesing
nie-vernietigend	ASP nievernietigend
nie-vernietigende	ASA nievernietigend
nie-verplig	ASP nieverplig
nie-verpligte	ASA nieverplig
nie-verpligtend	ASP nieverpligtend
nie-verpligtende	ASA nieverpligtend
nie-verskyning	NSE nieverskyning
nie-verskynings	NSM nieverskyning
nie-verwant	ASP nieverwant
nie-verwante	ASA nieverwant
nie-verwyderbaar	ASP nieverwyderbaar
nie-verwyderbare	ASA nieverwyderbaar
nie-vlugtig	ASP nievlugtig
nie-vlugtige	ASA nievlugtig
nie-volbloeddier	NSE nievolbloeddier
nie-volbloeddiere	NSM nievolbloeddier
nie-vrugdraend	ASP nievrugdraend
nie-vrugdraende	ASA nievrugdraend
nie-vrysinnig	ASP nievrysinnig
nie-vrysinnige	ASA nievrysinnig
nie-waarheidsgetrou	ASP niewaarheidsgetrou
nie-waarheidsgetroue	ASA niewaarheidsgetrou
nie-waarneembaar	ASP niewaarneembaar
nie-waarneembare	ASA niewaarneembaar
nie-wederkerend	ASP niewederkerend
nie-wederkerende	ASA niewederkerend
nie-werklik	ASP niewerklik
nie-werklike	ASA niewerklik
nie-wetenskaplik	ASP niewetenskaplik
nie-wetenskaplike	ASA niewetenskaplik
nie-wetgewend	ASP niewetgewend
nie-wetgewende	ASA niewetgewend
nie-winsgewend	ASP niewinsgewend
nie-winsgewende	ASA niewinsgewend
nie-wiskundig	ASP niewiskundig
nie-wiskundige	ASA niewiskundig
nie-wit	ASA niewit	ASP niewit
nie-ysterhoudend	ASP nieysterhoudend
nie-ysterhoudende	ASA nieysterhoudend
nie-ystermetaal	NSE nieystermetaal
nie-ystermetale	NSM nieystermetaal
Niger-Kongo-familie	NSE Niger-Kongofamilie
Niger-Kongo-taal	NSE Niger-Kongotaal
Niger-Kongo-tale	NSM Niger-Kongotaal
Nil_desperandum	RO nil_desperandum
Nios	NEE NIOS
Nisea	NEE Nicea
Niseens	ASP Niceens
Niseense	ASA Niceens
nisrestourant	NSE nisrestaurant
nisrestourante	NSM nisrestaurant
nisrestourants	NSM nisrestaurant
Njanja	NEE Nyanja
Njassaland-wildebees	NSE Njassalandwildebees
Njassaland-wildebeeste	NSM Njassalandwildebees
Nkosi_Sikeleli_Afrika	NEE Nkosi_Sikelel'_iAfrika
Nobel-vredesprys	NSE Nobelvredesprys
Nobel-vredespryse	NSM Nobelvredesprys
Noblesse_oblige	RO noblesse_oblige
noh	NSE no
noir-riller	NSE noirriller
noir-rillers	NSM noirriller
noir-verhaal	NSE noirverhaal
noir-verhale	NSM noirverhaal
Nolens_volens	BS nolens_volens
Nom_de_plume	NSE nom_de_plume
nommerplaat-herkenning	NSE nommerplaatherkenning
Non_Pareille-straat	NEE Non_Pareillestraat
non-aktief	ASP nonaktief
non-aktiewe	ASA nonaktief
non-aktiwiteit	NSE nonaktiwiteit
non-disjunk	ASP nondisjunk
non-disjunkte	ASA nondisjunk
non-figuratief	ASP nonfiguratief
non-figuratiewe	ASA nonfiguratief
non-intervensie	NSE nonintervensie
non-konformis	NSE nonkonformis
non-konformisme	NSE nonkonformisme
non-konformiste	NSM nonkonformis
non-konformisties	ASP nonkonformisties
non-konformistiese	ASA nonkonformisties
non-sektaries	ASP nonsektaries
non-sektariese	ASA nonsektaries
Noordgermaan	NEE Noord-Germaan
Noordgermane	NEM Noord-Germaan
Noordoos-deurgang	NEE Noordoosdeurgang
Noordoos-deurvaart	NSE Noordoosdeurvaart
Noord-Oos-Kaap	NEE Noordoos-Kaap
Noordoos-Kaukasies	ASP Noordoos-Koukasies
Noordoos-Kaukasiese	ASA Noordoos-Koukasies
Noordsee-kusgebied	NEE Noordseekusgebied
noord-suid-rigting	NSE noord-suidrigting
Noordwes-deurgang	NEE Noordwesdeurgang
Noordwes-deurvaart	NSE Noordwesdeurvaart
Noordwes-provinsie	NEE Noordwesprovinsie
noord-westewind	NSE noordwestewind
noord-westewinde	NSM noordwestewind
Norfolk-eiland	NEE Norfolkeiland
Noricum	NEE Norikum
Northdale-hospitaal	NEE Northdalehospitaal
Nota_bene	BS nota_bene
Nota_Bene	BS nota_bene
Notre_Dame-straat	NEE Notre_Damestraat
nuata	ASA nwata	ASP nwata	BS nwata	NSE nwata
nuatas	NSM nwata
Nust	NEE NUST
Nu-Suid-Wallis	NEE Nieu-Suid-Wallis
nuus-tuisblaaie	NSM nuustuisblad
nuus-tuisblad	NSE nuustuisblad
nuut-ontdek	ASP nuutontdek
nuut-ontdekte	ASA nuutontdek
Nuwe_Republiek	NEE Nieuwe_Republiek
Nuwe_testament	NEE Nuwe_Testament
nuwetegnologie-mineraal	NSE nuwetegnologiemineraal
nuwetegnologie-minerale	NSM nuwetegnologiemineraal
Nwaswitsontsorivier	NEE N'waswitsontsorivier
Nwaswitsontso-rivier	NEE N'waswitsontsorivier
N'waswitsontso-rivier	NEE N'waswitsontsorivier
Nyl-delta	NEE Nyldelta
Nyl-Delta	NEE Nyldelta
Nylstroom-inwoner	NSE Nylstroominwoner
Nylstroom-inwoners	NSM Nylstroominwoner
nywerheidsrevolusie	NSE nywerheidsrewolusie
O.R._Tambo-straat	NEE O.R._Tambostraat
O.R._Tambo-weg	NEE O.R._Tamboweg
Obiit_sine_prole	RO obiit_sine_prole
Obiter_dictum	NSE obiter_dictum
Objet_d'art	NSE objet_d'art
Objets_d'art	NSM objet_d'art
obligasieuitgifte	NSE obligasie-uitgifte
obligasieuitgiftes	NSM obligasie-uitgifte
ochlokraat	NSE oglokraat
ochlokrasie	NSE oglokrasie
ochlokrasieë	NSM oglokrasie
ochlokrate	NSM oglokraat
odyssee	NSE odussee
odysseë	NSM odussee
Oedipus-kompleks	NSE Oedipuskompleks
